Source,Target,Type,Weight
wheat,rye,Directed,12
wheat,rice,Directed,11
wheat,watermelon,Directed,1
wheat,flour,Directed,6
wheat,dairy,Directed,1
wheat,pineapple,Directed,1
wheat,pomegranate,Directed,1
wheat,greens,Directed,1
wheat,sweet_poatoes,Directed,1
wheat,muffin,Directed,1
wheat,roll,Directed,1
wheat,oats,Directed,9
wheat,barley,Directed,13
wheat,grain,Directed,3
wheat,brownie,Directed,1
wheat,beverage,Directed,1
wheat,parsley,Directed,1
wheat,baked_food,Directed,1
rye,turkey,Directed,1
rye,bread,Directed,4
rye,corn,Directed,1
rye,asparagus,Directed,1
rye,oatmeal,Directed,1
rye,bagel,Directed,1
rye,pepper,Directed,1
rye,wheat,Directed,6
rye,pop,Directed,1
rye,oats,Directed,3
rye,barley,Directed,6
pop,milk,Directed,1
pop,butter,Directed,2
pop,bread,Directed,1
pop,cereal,Directed,1
pop,coffee,Directed,3
pop,peanut,Directed,1
pop,potato_chips,Directed,7
pop,orange_juice,Directed,1
pop,lettuce,Directed,1
pop,meat,Directed,1
pop,onion,Directed,1
pop,cake,Directed,2
pop,cheese,Directed,1
pop,hamburger,Directed,1
pop,sugar,Directed,1
pop,pancake,Directed,1
pop,donut,Directed,1
pop,candy,Directed,1
pop,cracker,Directed,1
pop,juice,Directed,1
pop,bun,Directed,1
pop,pepsi,Directed,1
pop,beer,Directed,7
pop,soda,Directed,1
pop,sandwich,Directed,1
pop,lemonade,Directed,1
pop,grain,Directed,1
pop,milkshake,Directed,1
pop,water,Directed,2
pop,eye_of_the_round,Directed,1
pop,liquor,Directed,2
plum,fruit,Directed,1
plum,chicken,Directed,2
plum,pork,Directed,2
plum,steak,Directed,5
plum,milk,Directed,2
plum,butter,Directed,1
plum,bread,Directed,10
plum,strawberry,Directed,7
plum,apple,Directed,20
plum,pear,Directed,44
plum,banana,Directed,17
plum,kumquat,Directed,2
plum,avocado,Directed,3
plum,cherry,Directed,20
plum,cereal,Directed,2
plum,grape,Directed,34
plum,beef,Directed,4
plum,lamb,Directed,1
plum,potato_chips,Directed,1
plum,corn,Directed,1
plum,potato,Directed,5
plum,pea,Directed,2
plum,orange_juice,Directed,1
plum,orange,Directed,10
plum,pudding,Directed,1
plum,radish,Directed,1
plum,carrot,Directed,7
plum,celery,Directed,1
plum,blueberry,Directed,5
plum,lettuce,Directed,2
plum,pizza,Directed,1
plum,icecream,Directed,1
plum,raspberry,Directed,2
plum,chocolate,Directed,1
plum,onion,Directed,1
plum,vegetable,Directed,3
plum,hotdog,Directed,1
plum,broccoli,Directed,2
plum,cake,Directed,1
plum,egg,Directed,3
plum,cheese,Directed,3
plum,hamburger,Directed,1
plum,roast_beeef,Directed,1
plum,leek,Directed,1
plum,toast,Directed,1
plum,cookie,Directed,2
plum,cucumber,Directed,1
plum,candy,Directed,2
plum,nut,Directed,3
plum,walnut,Directed,2
plum,salad,Directed,1
plum,cracker,Directed,1
plum,brusselsprouts,Directed,1
plum,peach,Directed,33
plum,spaghetti,Directed,2
plum,tomato,Directed,8
plum,pasta,Directed,1
plum,pickle,Directed,2
plum,artichoke,Directed,2
plum,rice,Directed,1
plum,cranberry,Directed,1
plum,rhubarb,Directed,1
plum,mango,Directed,2
plum,watermelon,Directed,5
plum,fries,Directed,1
plum,greenbeans,Directed,1
plum,yogurt,Directed,2
plum,pineapple,Directed,6
plum,okra,Directed,1
plum,raisin,Directed,6
plum,prunes,Directed,10
plum,melon,Directed,1
plum,grapefruit,Directed,2
plum,apricot,Directed,16
plum,lemon,Directed,3
plum,lime,Directed,1
plum,date,Directed,1
plum,pumpkin,Directed,2
plum,pecan,Directed,1
plum,cantaloupe,Directed,3
plum,tangerine,Directed,1
plum,sandwich,Directed,1
plum,nectarine,Directed,6
plum,pastry,Directed,1
plum,berry,Directed,1
plum,sirloin,Directed,1
plum,kiwi,Directed,2
plum,legume,Directed,1
plum,quiche,Directed,1
duck,fish,Directed,5
duck,chicken,Directed,6
duck,turkey,Directed,18
duck,steak,Directed,3
duck,milk,Directed,1
duck,bread,Directed,1
duck,apple,Directed,1
duck,lamb,Directed,2
duck,potato,Directed,1
duck,pea,Directed,2
duck,asparagus,Directed,2
duck,orange,Directed,1
duck,coleslaw,Directed,1
duck,meat,Directed,30
duck,chocolate,Directed,1
duck,vegetable,Directed,3
duck,broccoli,Directed,2
duck,cheese,Directed,1
duck,sausage,Directed,1
duck,lobster,Directed,1
duck,cookie,Directed,2
duck,candy,Directed,1
duck,salad,Directed,1
duck,cracker,Directed,1
duck,spaghetti,Directed,1
duck,tomato,Directed,1
duck,venison,Directed,3
duck,cheesecake,Directed,1
duck,summer_sausage,Directed,1
duck,deer,Directed,1
duck,squirrel,Directed,2
duck,mayonnaise,Directed,1
duck,perch,Directed,1
duck,bear,Directed,1
duck,lucheon_meats,Directed,1
duck,grain,Directed,1
duck,cornishhen,Directed,2
duck,quail,Directed,2
duck,water,Directed,1
duck,pheasant,Directed,4
duck,goose,Directed,18
duck,stuffing,Directed,1
duck,pig,Directed,1
duck,couscous,Directed,1
venison,fish,Directed,9
venison,chicken,Directed,7
venison,turkey,Directed,9
venison,ham,Directed,1
venison,pork,Directed,6
venison,porkchop,Directed,1
venison,milk,Directed,2
venison,butter,Directed,1
venison,bread,Directed,3
venison,banana,Directed,1
venison,cereal,Directed,1
venison,beef,Directed,12
venison,lamb,Directed,2
venison,potato_chips,Directed,1
venison,corn,Directed,1
venison,potato,Directed,5
venison,pea,Directed,2
venison,squash,Directed,1
venison,oatmeal,Directed,1
venison,carrot,Directed,1
venison,cabbage,Directed,3
venison,pizza,Directed,1
venison,icecream,Directed,2
venison,vegetable,Directed,2
venison,bratwurst,Directed,1
venison,cake,Directed,1
venison,egg,Directed,2
venison,cheese,Directed,1
venison,sausage,Directed,3
venison,hamburger,Directed,2
venison,sugar,Directed,1
venison,pie,Directed,1
venison,spaghetti,Directed,1
venison,tomato,Directed,3
venison,pasta,Directed,1
venison,duck,Directed,5
venison,salmon,Directed,1
venison,fastfood,Directed,1
venison,lasagna,Directed,1
venison,dairy,Directed,1
venison,sweet_poatoes,Directed,1
venison,beer,Directed,1
venison,veal,Directed,5
venison,buffalo,Directed,2
venison,sweet_corn,Directed,1
venison,deer,Directed,1
venison,rabbit,Directed,4
venison,mutton,Directed,1
venison,trout,Directed,1
venison,fowl,Directed,1
venison,sauerkraut,Directed,1
venison,moose,Directed,2
venison,elk,Directed,4
venison,bear,Directed,4
venison,legume,Directed,1
venison,grain,Directed,1
venison,cow,Directed,1
venison,stew,Directed,1
venison,quail,Directed,2
venison,chocolate_milk,Directed,1
venison,pheasant,Directed,4
venison,pig,Directed,1
salmon,fruit,Directed,3
salmon,fish,Directed,11
salmon,chicken,Directed,3
salmon,turkey,Directed,1
salmon,pork,Directed,2
salmon,porkchop,Directed,2
salmon,taco,Directed,1
salmon,steak,Directed,6
salmon,milk,Directed,1
salmon,butter,Directed,1
salmon,bread,Directed,6
salmon,jelly,Directed,2
salmon,apple,Directed,2
salmon,pear,Directed,1
salmon,beef,Directed,7
salmon,lamb,Directed,1
salmon,peanut,Directed,1
salmon,popcorn,Directed,1
salmon,potato_chips,Directed,1
salmon,potato,Directed,1
salmon,squash,Directed,1
salmon,lettuce,Directed,4
salmon,meat,Directed,1
salmon,icecream,Directed,1
salmon,chocolate,Directed,2
salmon,onion,Directed,1
salmon,vegetable,Directed,1
salmon,broccoli,Directed,1
salmon,bagel,Directed,1
salmon,cake,Directed,1
salmon,pepper,Directed,1
salmon,egg,Directed,7
salmon,cheese,Directed,1
salmon,shrimp,Directed,9
salmon,lobster,Directed,2
salmon,roast,Directed,1
salmon,roast_beeef,Directed,3
salmon,soup,Directed,1
salmon,sugar,Directed,2
salmon,pancake,Directed,1
salmon,cookie,Directed,3
salmon,nut,Directed,1
salmon,salad,Directed,1
salmon,cracker,Directed,1
salmon,tomato,Directed,3
salmon,Jello,Directed,1
salmon,wheat,Directed,1
salmon,artichoke,Directed,1
salmon,rice,Directed,1
salmon,ketchup,Directed,1
salmon,fries,Directed,2
salmon,yogurt,Directed,1
salmon,biscuit,Directed,1
salmon,veal,Directed,1
salmon,tilapia,Directed,8
salmon,cod,Directed,3
salmon,tuna,Directed,27
salmon,lard,Directed,1
salmon,soda,Directed,1
salmon,kohlrabi,Directed,1
salmon,catfish,Directed,2
salmon,walleye,Directed,5
salmon,deer,Directed,1
salmon,lemonade,Directed,1
salmon,sushi,Directed,1
salmon,crab,Directed,3
salmon,trout,Directed,22
salmon,oyster,Directed,3
salmon,perch,Directed,10
salmon,moose,Directed,1
salmon,grouper,Directed,2
salmon,salami,Directed,1
salmon,halibut,Directed,8
salmon,sardine,Directed,6
salmon,fried_potatoes,Directed,1
salmon,swordfish,Directed,1
salmon,bass,Directed,3
artichoke,chicken,Directed,1
artichoke,milk,Directed,2
artichoke,butter,Directed,1
artichoke,bread,Directed,2
artichoke,apple,Directed,6
artichoke,pear,Directed,1
artichoke,banana,Directed,3
artichoke,kumquat,Directed,1
artichoke,avocado,Directed,5
artichoke,cereal,Directed,1
artichoke,beef,Directed,1
artichoke,potato_chips,Directed,1
artichoke,corn,Directed,1
artichoke,zucchini,Directed,1
artichoke,squash,Directed,1
artichoke,asparagus,Directed,4
artichoke,beet,Directed,2
artichoke,orange,Directed,4
artichoke,carrot,Directed,7
artichoke,celery,Directed,1
artichoke,cabbage,Directed,5
artichoke,lettuce,Directed,6
artichoke,pizza,Directed,1
artichoke,meat,Directed,1
artichoke,icecream,Directed,1
artichoke,raspberry,Directed,1
artichoke,onion,Directed,2
artichoke,broccoli,Directed,2
artichoke,pepper,Directed,2
artichoke,egg,Directed,2
artichoke,bacon,Directed,1
artichoke,cheese,Directed,2
artichoke,hamburger,Directed,1
artichoke,peanutbutter,Directed,1
artichoke,pie,Directed,1
artichoke,candy,Directed,1
artichoke,brusselsprouts,Directed,4
artichoke,olive,Directed,1
artichoke,peach,Directed,1
artichoke,fig,Directed,1
artichoke,pistachio,Directed,1
artichoke,tomato,Directed,3
artichoke,Cheerios,Directed,1
artichoke,dessert,Directed,1
artichoke,anchovy,Directed,2
artichoke,pickle,Directed,1
artichoke,plum,Directed,1
artichoke,mango,Directed,1
artichoke,watermelon,Directed,1
artichoke,cauliflower,Directed,2
artichoke,lasagna,Directed,1
artichoke,greenbeans,Directed,1
artichoke,pineapple,Directed,1
artichoke,lemon,Directed,1
artichoke,pumpkin,Directed,1
artichoke,almond,Directed,1
artichoke,rutabaga,Directed,2
artichoke,nectarine,Directed,1
artichoke,eggplant,Directed,1
artichoke,coconut,Directed,1
artichoke,sweet_roll,Directed,1
artichoke,stringbean,Directed,1
rice,fruit,Directed,1
rice,fish,Directed,5
rice,chicken,Directed,7
rice,ham,Directed,1
rice,pork,Directed,4
rice,taco,Directed,1
rice,steak,Directed,2
rice,milk,Directed,3
rice,butter,Directed,2
rice,bread,Directed,17
rice,apple,Directed,6
rice,pear,Directed,1
rice,banana,Directed,2
rice,cereal,Directed,18
rice,coffee,Directed,2
rice,grape,Directed,1
rice,beef,Directed,5
rice,lamb,Directed,1
rice,peanut,Directed,2
rice,popcorn,Directed,2
rice,potato_chips,Directed,1
rice,bean,Directed,2
rice,corn,Directed,10
rice,potato,Directed,70
rice,pea,Directed,4
rice,mushroom,Directed,1
rice,asparagus,Directed,1
rice,oatmeal,Directed,3
rice,orange,Directed,3
rice,pudding,Directed,7
rice,carrot,Directed,6
rice,celery,Directed,2
rice,lettuce,Directed,8
rice,pizza,Directed,3
rice,meat,Directed,3
rice,icecream,Directed,7
rice,garlic,Directed,1
rice,onion,Directed,1
rice,vegetable,Directed,4
rice,bratwurst,Directed,1
rice,broccoli,Directed,1
rice,cake,Directed,3
rice,egg,Directed,2
rice,bacon,Directed,1
rice,cheese,Directed,3
rice,hamburger,Directed,4
rice,shrimp,Directed,2
rice,peanutbutter,Directed,6
rice,soup,Directed,7
rice,sugar,Directed,1
rice,gravy,Directed,3
rice,pancake,Directed,2
rice,cookie,Directed,6
rice,candy,Directed,4
rice,salad,Directed,2
rice,cracker,Directed,1
rice,olive,Directed,2
rice,noodle,Directed,26
rice,macaroni,Directed,15
rice,spaghetti,Directed,13
rice,tomato,Directed,4
rice,granola,Directed,1
rice,dessert,Directed,2
rice,pasta,Directed,35
rice,Jello,Directed,1
rice,wheat,Directed,10
rice,rye,Directed,1
rice,artichoke,Directed,1
rice,ketchup,Directed,2
rice,watermelon,Directed,2
rice,cauliflower,Directed,1
rice,fries,Directed,1
rice,flour,Directed,3
rice,lasagna,Directed,1
rice,greenbeans,Directed,2
rice,yogurt,Directed,2
rice,granolabars,Directed,1
rice,pineapple,Directed,2
rice,greens,Directed,1
rice,spinach,Directed,1
rice,raisin,Directed,1
rice,sweet_poatoes,Directed,3
rice,grapefruit,Directed,2
rice,lemon,Directed,1
rice,tuna,Directed,1
rice,oil,Directed,2
rice,cantaloupe,Directed,2
rice,meatball,Directed,1
rice,pepperoni,Directed,1
rice,pintobean,Directed,1
rice,lentil,Directed,2
rice,sandwich,Directed,2
rice,oats,Directed,3
rice,jalapeno_pepper,Directed,1
rice,snackfood,Directed,1
rice,green_pepper,Directed,1
rice,soybean,Directed,1
rice,barley,Directed,6
rice,sweets,Directed,1
rice,cashew,Directed,1
rice,yam,Directed,1
rice,chocolate_chips,Directed,1
rice,kale,Directed,1
rice,tofu,Directed,1
rice,seafood,Directed,1
rice,salad_dressing,Directed,1
rice,salsa,Directed,2
rice,chowmien,Directed,1
rice,baked_potato,Directed,1
rice,baked_beans,Directed,1
rice,olive_oil,Directed,1
rice,ravioli,Directed,1
rice,Englishmuffin,Directed,1
rice,stirfry,Directed,2
rice,couscous,Directed,6
ketchup,fruit,Directed,2
ketchup,fish,Directed,1
ketchup,chicken,Directed,2
ketchup,taco,Directed,1
ketchup,milk,Directed,3
ketchup,butter,Directed,1
ketchup,bread,Directed,1
ketchup,jam,Directed,2
ketchup,apple,Directed,2
ketchup,banana,Directed,2
ketchup,cereal,Directed,3
ketchup,coffee,Directed,2
ketchup,potato,Directed,4
ketchup,asparagus,Directed,1
ketchup,orange,Directed,2
ketchup,pudding,Directed,1
ketchup,carrot,Directed,2
ketchup,celery,Directed,1
ketchup,coleslaw,Directed,1
ketchup,lettuce,Directed,2
ketchup,meat,Directed,1
ketchup,icecream,Directed,1
ketchup,onion,Directed,2
ketchup,hotdog,Directed,2
ketchup,cake,Directed,1
ketchup,salt,Directed,2
ketchup,egg,Directed,3
ketchup,cheese,Directed,3
ketchup,sausage,Directed,1
ketchup,hamburger,Directed,6
ketchup,peanutbutter,Directed,3
ketchup,soup,Directed,2
ketchup,sugar,Directed,2
ketchup,toast,Directed,1
ketchup,pancake,Directed,1
ketchup,cookie,Directed,1
ketchup,salad,Directed,2
ketchup,cracker,Directed,2
ketchup,olive,Directed,3
ketchup,spaghetti,Directed,2
ketchup,tomato,Directed,4
ketchup,pasta,Directed,1
ketchup,Jello,Directed,2
ketchup,pickle,Directed,10
ketchup,pop,Directed,1
ketchup,salmon,Directed,1
ketchup,mustard,Directed,113
ketchup,casserole,Directed,1
ketchup,fries,Directed,1
ketchup,lasagna,Directed,1
ketchup,cottagecheese,Directed,1
ketchup,spinach,Directed,1
ketchup,raisin,Directed,1
ketchup,bun,Directed,1
ketchup,lemon,Directed,1
ketchup,cantaloupe,Directed,1
ketchup,swiss_cheese,Directed,1
ketchup,mayonnaise,Directed,6
ketchup,chili,Directed,1
ketchup,syrup,Directed,1
ketchup,sauerkraut,Directed,1
ketchup,salad_dressing,Directed,2
ketchup,relish,Directed,3
ketchup,condiment,Directed,1
ketchup,sweet_roll,Directed,1
ketchup,mac_and_cheese,Directed,1
ketchup,salsa,Directed,2
ketchup,potatosalad,Directed,1
ketchup,canned_food,Directed,1
ketchup,olive_oil,Directed,1
ketchup,caviar,Directed,1
ketchup,horseradish,Directed,1
mustard,turkey,Directed,1
mustard,milk,Directed,3
mustard,butter,Directed,3
mustard,bread,Directed,2
mustard,jam,Directed,1
mustard,jelly,Directed,1
mustard,apple,Directed,1
mustard,pear,Directed,1
mustard,coffee,Directed,2
mustard,grape,Directed,1
mustard,beef,Directed,2
mustard,lamb,Directed,1
mustard,peanut,Directed,1
mustard,potato,Directed,1
mustard,orange,Directed,1
mustard,carrot,Directed,1
mustard,coleslaw,Directed,1
mustard,lettuce,Directed,3
mustard,pizza,Directed,1
mustard,meat,Directed,1
mustard,icecream,Directed,3
mustard,onion,Directed,6
mustard,hotdog,Directed,3
mustard,salt,Directed,7
mustard,pepper,Directed,1
mustard,egg,Directed,3
mustard,bacon,Directed,1
mustard,cheese,Directed,1
mustard,hamburger,Directed,3
mustard,peanutbutter,Directed,2
mustard,roast,Directed,1
mustard,soup,Directed,1
mustard,sugar,Directed,1
mustard,cracker,Directed,1
mustard,olive,Directed,1
mustard,spaghetti,Directed,1
mustard,tomato,Directed,1
mustard,pickle,Directed,17
mustard,wheat,Directed,1
mustard,ketchup,Directed,51
mustard,cranberry,Directed,1
mustard,honey,Directed,1
mustard,juice,Directed,1
mustard,grapefruit,Directed,1
mustard,bun,Directed,1
mustard,soda,Directed,1
mustard,date,Directed,1
mustard,kohlrabi,Directed,1
mustard,roll,Directed,1
mustard,lemonade,Directed,1
mustard,mayonnaise,Directed,12
mustard,vinegar,Directed,1
mustard,sauerkraut,Directed,1
mustard,dressing,Directed,1
mustard,ribs,Directed,1
mustard,salad_dressing,Directed,4
mustard,relish,Directed,9
mustard,horseradish,Directed,2
cranberry,fruit,Directed,1
cranberry,fish,Directed,3
cranberry,turkey,Directed,9
cranberry,steak,Directed,1
cranberry,bread,Directed,2
cranberry,strawberry,Directed,4
cranberry,apple,Directed,7
cranberry,pear,Directed,1
cranberry,banana,Directed,3
cranberry,kumquat,Directed,1
cranberry,cherry,Directed,4
cranberry,cereal,Directed,2
cranberry,grape,Directed,3
cranberry,beef,Directed,2
cranberry,potato_chips,Directed,1
cranberry,corn,Directed,2
cranberry,potato,Directed,4
cranberry,pea,Directed,1
cranberry,beet,Directed,1
cranberry,orange,Directed,2
cranberry,pudding,Directed,1
cranberry,carrot,Directed,1
cranberry,blackberry,Directed,1
cranberry,blueberry,Directed,7
cranberry,lettuce,Directed,3
cranberry,pizza,Directed,2
cranberry,raspberry,Directed,4
cranberry,onion,Directed,1
cranberry,broccoli,Directed,1
cranberry,salt,Directed,1
cranberry,egg,Directed,1
cranberry,soup,Directed,2
cranberry,gravy,Directed,2
cranberry,pie,Directed,1
cranberry,pancake,Directed,1
cranberry,cucumber,Directed,1
cranberry,candy,Directed,1
cranberry,nut,Directed,2
cranberry,cracker,Directed,1
cranberry,brusselsprouts,Directed,1
cranberry,olive,Directed,2
cranberry,peach,Directed,2
cranberry,fig,Directed,1
cranberry,macaroni,Directed,1
cranberry,tomato,Directed,3
cranberry,artichoke,Directed,1
cranberry,lasagna,Directed,1
cranberry,yogurt,Directed,1
cranberry,pineapple,Directed,1
cranberry,pomegranate,Directed,1
cranberry,raisin,Directed,7
cranberry,sweet_poatoes,Directed,2
cranberry,tuna,Directed,1
cranberry,date,Directed,1
cranberry,pecan,Directed,1
cranberry,oil,Directed,1
cranberry,cantaloupe,Directed,2
cranberry,pumpkin_pie,Directed,1
cranberry,barbeque,Directed,1
cranberry,marshmallow,Directed,2
cranberry,gooseberries,Directed,1
cranberry,currant,Directed,1
rhubarb,bread,Directed,2
rhubarb,strawberry,Directed,7
rhubarb,apple,Directed,6
rhubarb,pear,Directed,1
rhubarb,banana,Directed,1
rhubarb,kumquat,Directed,1
rhubarb,cherry,Directed,3
rhubarb,cereal,Directed,1
rhubarb,grape,Directed,2
rhubarb,corn,Directed,1
rhubarb,potato,Directed,1
rhubarb,asparagus,Directed,8
rhubarb,orange,Directed,1
rhubarb,radish,Directed,2
rhubarb,carrot,Directed,4
rhubarb,celery,Directed,1
rhubarb,blueberry,Directed,1
rhubarb,cabbage,Directed,1
rhubarb,lettuce,Directed,1
rhubarb,meat,Directed,1
rhubarb,icecream,Directed,1
rhubarb,raspberry,Directed,5
rhubarb,onion,Directed,2
rhubarb,cheese,Directed,1
rhubarb,soup,Directed,1
rhubarb,pie,Directed,1
rhubarb,cucumber,Directed,1
rhubarb,nut,Directed,1
rhubarb,tomato,Directed,3
rhubarb,rice,Directed,1
rhubarb,mango,Directed,2
rhubarb,watermelon,Directed,2
rhubarb,cauliflower,Directed,1
rhubarb,pumpkin,Directed,2
rhubarb,rutabaga,Directed,2
rhubarb,berry,Directed,1
rhubarb,sauerkraut,Directed,1
rhubarb,lemon_pie,Directed,1
rhubarb,horseradish,Directed,1
mango,fish,Directed,1
mango,chicken,Directed,1
mango,taco,Directed,2
mango,steak,Directed,1
mango,butter,Directed,1
mango,bread,Directed,1
mango,strawberry,Directed,2
mango,apple,Directed,1
mango,pear,Directed,4
mango,banana,Directed,5
mango,kumquat,Directed,1
mango,avocado,Directed,2
mango,cherry,Directed,1
mango,cereal,Directed,1
mango,grape,Directed,2
mango,beef,Directed,3
mango,liver,Directed,1
mango,corn,Directed,1
mango,potato,Directed,1
mango,orange,Directed,2
mango,carrot,Directed,2
mango,celery,Directed,2
mango,cabbage,Directed,3
mango,lettuce,Directed,2
mango,meat,Directed,3
mango,raspberry,Directed,1
mango,chocolate,Directed,1
mango,vegetable,Directed,1
mango,broccoli,Directed,1
mango,bacon,Directed,1
mango,hamburger,Directed,1
mango,gravy,Directed,1
mango,cucumber,Directed,1
mango,nut,Directed,1
mango,peach,Directed,3
mango,fig,Directed,1
mango,tomato,Directed,2
mango,Jello,Directed,1
mango,plum,Directed,1
mango,artichoke,Directed,1
mango,cranberry,Directed,2
mango,papaya,Directed,15
mango,watermelon,Directed,1
mango,pineapple,Directed,8
mango,melon,Directed,1
mango,grapefruit,Directed,3
mango,apricot,Directed,1
mango,date,Directed,1
mango,pumpkin,Directed,1
mango,cantaloupe,Directed,1
mango,tangerine,Directed,2
mango,guava,Directed,1
mango,coconut,Directed,1
mango,kiwi,Directed,5
mango,marshmallow,Directed,1
mango,sardine,Directed,1
mango,chives,Directed,1
mango,persimmon,Directed,1
papaya,fruit,Directed,1
papaya,pork,Directed,1
papaya,apple,Directed,1
papaya,banana,Directed,1
papaya,avocado,Directed,1
papaya,cherry,Directed,2
papaya,grape,Directed,1
papaya,peanut,Directed,1
papaya,potato,Directed,1
papaya,pea,Directed,1
papaya,meat,Directed,1
papaya,cheese,Directed,1
papaya,lobster,Directed,1
papaya,soup,Directed,1
papaya,candy,Directed,1
papaya,nut,Directed,2
papaya,peach,Directed,2
papaya,plum,Directed,1
papaya,artichoke,Directed,1
papaya,mango,Directed,3
papaya,watermelon,Directed,2
papaya,pineapple,Directed,4
papaya,pomegranate,Directed,1
papaya,okra,Directed,1
papaya,melon,Directed,3
papaya,grapefruit,Directed,1
papaya,muskmellon,Directed,1
papaya,nectarine,Directed,1
papaya,guava,Directed,2
papaya,kiwi,Directed,2
papaya,sardine,Directed,1
papaya,persimmon,Directed,1
watermelon,fish,Directed,2
watermelon,chicken,Directed,5
watermelon,turkey,Directed,1
watermelon,pork,Directed,3
watermelon,porkchop,Directed,1
watermelon,steak,Directed,12
watermelon,milk,Directed,4
watermelon,butter,Directed,3
watermelon,bread,Directed,10
watermelon,strawberry,Directed,7
watermelon,apple,Directed,11
watermelon,pear,Directed,2
watermelon,banana,Directed,9
watermelon,cherry,Directed,2
watermelon,cereal,Directed,3
watermelon,grape,Directed,14
watermelon,beef,Directed,4
watermelon,liver,Directed,1
watermelon,lamb,Directed,1
watermelon,popcorn,Directed,2
watermelon,potato_chips,Directed,1
watermelon,corn,Directed,4
watermelon,potato,Directed,6
watermelon,pea,Directed,6
watermelon,zucchini,Directed,2
watermelon,squash,Directed,4
watermelon,asparagus,Directed,1
watermelon,beet,Directed,1
watermelon,orange_juice,Directed,2
watermelon,orange,Directed,11
watermelon,carrot,Directed,1
watermelon,celery,Directed,3
watermelon,blackberry,Directed,1
watermelon,blueberry,Directed,3
watermelon,cabbage,Directed,4
watermelon,lettuce,Directed,4
watermelon,pizza,Directed,3
watermelon,meat,Directed,2
watermelon,icecream,Directed,4
watermelon,raspberry,Directed,3
watermelon,onion,Directed,5
watermelon,vegetable,Directed,4
watermelon,hotdog,Directed,3
watermelon,broccoli,Directed,3
watermelon,cake,Directed,2
watermelon,pepper,Directed,1
watermelon,egg,Directed,2
watermelon,bacon,Directed,1
watermelon,cheese,Directed,7
watermelon,sausage,Directed,1
watermelon,hamburger,Directed,4
watermelon,roast,Directed,1
watermelon,soup,Directed,1
watermelon,pie,Directed,1
watermelon,toast,Directed,1
watermelon,pancake,Directed,1
watermelon,cookie,Directed,4
watermelon,cucumber,Directed,7
watermelon,applesauce,Directed,1
watermelon,candy,Directed,2
watermelon,nut,Directed,1
watermelon,walnut,Directed,1
watermelon,cracker,Directed,4
watermelon,brusselsprouts,Directed,1
watermelon,olive,Directed,1
watermelon,peach,Directed,9
watermelon,macaroni,Directed,2
watermelon,spaghetti,Directed,1
watermelon,tomato,Directed,5
watermelon,dessert,Directed,1
watermelon,pasta,Directed,1
watermelon,pickle,Directed,1
watermelon,plum,Directed,2
watermelon,venison,Directed,1
watermelon,rice,Directed,2
watermelon,mango,Directed,1
watermelon,cauliflower,Directed,4
watermelon,yogurt,Directed,2
watermelon,cream,Directed,1
watermelon,pineapple,Directed,6
watermelon,spinach,Directed,1
watermelon,melon,Directed,7
watermelon,grapefruit,Directed,4
watermelon,apricot,Directed,2
watermelon,turnip,Directed,1
watermelon,lemon,Directed,5
watermelon,sunflower_seeds,Directed,1
watermelon,onionring,Directed,1
watermelon,waffle,Directed,1
watermelon,muffin,Directed,1
watermelon,date,Directed,1
watermelon,kohlrabi,Directed,1
watermelon,pumpkin,Directed,4
watermelon,cantaloupe,Directed,113
watermelon,honeydew,Directed,6
watermelon,sweet_corn,Directed,1
watermelon,cornflakes,Directed,1
watermelon,muskmellon,Directed,72
watermelon,mayonnaise,Directed,1
watermelon,fried_chicken,Directed,1
watermelon,guava,Directed,1
watermelon,pastry,Directed,1
watermelon,sauerkraut,Directed,1
watermelon,perch,Directed,1
watermelon,lucheon_meats,Directed,1
watermelon,meatloaf,Directed,1
watermelon,seafood,Directed,1
watermelon,kiwi,Directed,2
casserole,fish,Directed,1
casserole,ham,Directed,1
casserole,steak,Directed,1
casserole,bread,Directed,6
casserole,apple,Directed,2
casserole,avocado,Directed,1
casserole,cereal,Directed,1
casserole,coffee,Directed,2
casserole,beef,Directed,2
casserole,lamb,Directed,1
casserole,popcorn,Directed,1
casserole,bean,Directed,1
casserole,corn,Directed,1
casserole,potato,Directed,2
casserole,pea,Directed,2
casserole,beet,Directed,1
casserole,carrot,Directed,1
casserole,celery,Directed,1
casserole,cabbage,Directed,1
casserole,lettuce,Directed,2
casserole,pizza,Directed,1
casserole,meat,Directed,8
casserole,icecream,Directed,2
casserole,vegetable,Directed,3
casserole,hotdog,Directed,2
casserole,broccoli,Directed,1
casserole,cake,Directed,10
casserole,bacon,Directed,1
casserole,cheese,Directed,1
casserole,hamburger,Directed,2
casserole,shrimp,Directed,1
casserole,roast,Directed,2
casserole,roast_beeef,Directed,1
casserole,soup,Directed,3
casserole,pie,Directed,1
casserole,pancake,Directed,1
casserole,donut,Directed,1
casserole,cookie,Directed,2
casserole,salad,Directed,3
casserole,cracker,Directed,1
casserole,noodle,Directed,3
casserole,macaroni,Directed,2
casserole,spaghetti,Directed,1
casserole,tomato,Directed,1
casserole,dessert,Directed,3
casserole,drink,Directed,2
casserole,pasta,Directed,1
casserole,Jello,Directed,1
casserole,hot_dish,Directed,2
casserole,salmon,Directed,1
casserole,rice,Directed,1
casserole,watermelon,Directed,1
casserole,pineapple,Directed,1
casserole,pomegranate,Directed,1
