from,to,type,weight
poni,burro,Directed,1
poni,calf,Directed,4
poni,camel,Directed,2
poni,chicken,Directed,1
poni,chimp,Directed,1
poni,chipmunk,Directed,1
poni,cow,Directed,5
poni,deer,Directed,2
poni,dog,Directed,3
poni,donkei,Directed,5
poni,eagl,Directed,1
poni,eleph,Directed,4
poni,ferret,Directed,1
poni,fish,Directed,1
poni,fox,Directed,1
poni,gerbil,Directed,1
poni,giraff,Directed,2
poni,goat,Directed,2
poni,heifer,Directed,1
poni,hors,Directed,10
poni,kitten,Directed,3
poni,kodiakbear,Directed,1
poni,lamb,Directed,1
poni,lion,Directed,2
poni,llama,Directed,2
poni,monkei,Directed,1
poni,moos,Directed,1
poni,mule,Directed,4
poni,ox,Directed,3
poni,quail,Directed,1
poni,rabbit,Directed,2
poni,raccoon,Directed,1
poni,reindeer,Directed,1
poni,rhino,Directed,1
poni,snail,Directed,1
poni,turkei,Directed,1
poni,whale,Directed,1
poni,zebra,Directed,5
porcupin,anteat,Directed,1
porcupin,antelop,Directed,1
porcupin,armadillo,Directed,2
porcupin,badger,Directed,6
porcupin,bear,Directed,2
porcupin,bird,Directed,2
porcupin,bunni,Directed,1
porcupin,cat,Directed,1
porcupin,chipmunk,Directed,1
porcupin,cow,Directed,2
porcupin,deer,Directed,5
porcupin,dog,Directed,3
porcupin,eagl,Directed,1
porcupin,elk,Directed,1
porcupin,ermin,Directed,1
porcupin,fisher,Directed,1
porcupin,fox,Directed,2
porcupin,giraff,Directed,1
porcupin,goat,Directed,1
porcupin,groundhog,Directed,1
porcupin,guineapig,Directed,1
porcupin,lion,Directed,1
porcupin,marten,Directed,1
porcupin,moos,Directed,1
porcupin,mous,Directed,3
porcupin,muskrat,Directed,1
porcupin,opossum,Directed,1
porcupin,owl,Directed,3
porcupin,panda,Directed,1
porcupin,penguin,Directed,1
porcupin,pig,Directed,2
porcupin,platypus,Directed,1
porcupin,prairiedog,Directed,1
porcupin,rabbit,Directed,5
porcupin,raccoon,Directed,13
porcupin,rooster,Directed,2
porcupin,sheep,Directed,1
porcupin,skunk,Directed,12
porcupin,snak,Directed,1
porcupin,squirrel,Directed,3
porcupin,turkei,Directed,1
porcupin,wolf,Directed,1
porcupin,zebra,Directed,2
porpois,bear,Directed,1
porpois,bird,Directed,1
porpois,cow,Directed,2
porpois,dolphin,Directed,7
porpois,eagl,Directed,1
porpois,hummingbird,Directed,1
porpois,lamb,Directed,1
porpois,lion,Directed,1
porpois,monkei,Directed,3
porpois,mountainlion,Directed,1
porpois,muskrat,Directed,1
porpois,ostrich,Directed,1
porpois,otter,Directed,1
porpois,raccoon,Directed,1
porpois,reptil,Directed,1
porpois,seal,Directed,3
porpois,shark,Directed,1
porpois,skunk,Directed,1
porpois,turtl,Directed,2
porpois,whale,Directed,6
prairiedog,antelop,Directed,1
prairiedog,badger,Directed,1
prairiedog,bear,Directed,1
prairiedog,buffalo,Directed,2
prairiedog,butterfli,Directed,1
prairiedog,chicken,Directed,1
prairiedog,chipmunk,Directed,2
prairiedog,coyot,Directed,1
prairiedog,deer,Directed,4
prairiedog,donkei,Directed,1
prairiedog,duck,Directed,1
prairiedog,eagl,Directed,1
prairiedog,elk,Directed,2
prairiedog,ferret,Directed,1
prairiedog,fox,Directed,2
prairiedog,giraff,Directed,1
prairiedog,goat,Directed,1
prairiedog,gopher,Directed,3
prairiedog,groundhog,Directed,1
prairiedog,hors,Directed,1
prairiedog,mole,Directed,1
prairiedog,mountainlion,Directed,1
prairiedog,mous,Directed,1
prairiedog,rhino,Directed,1
prairiedog,rodent,Directed,1
prairiedog,skunk,Directed,1
prairiedog,snak,Directed,1
prairiedog,squirrel,Directed,3
prairiedog,turkei,Directed,1
prairiedog,whale,Directed,1
prairiedog,worm,Directed,1
puma,aardvark,Directed,1
puma,allig,Directed,1
puma,antelop,Directed,1
puma,bear,Directed,2
puma,caterpillar,Directed,1
puma,cheetah,Directed,1
puma,chicken,Directed,1
puma,chimp,Directed,1
puma,cougar,Directed,3
puma,dog,Directed,2
puma,eleph,Directed,3
puma,gazel,Directed,2
puma,giraff,Directed,1
puma,hors,Directed,1
puma,lynx,Directed,2
puma,mountainlion,Directed,3
puma,ocelot,Directed,1
puma,ox,Directed,2
puma,panther,Directed,3
puma,pig,Directed,1
puma,polarbear,Directed,2
puma,rabbit,Directed,1
puma,raccoon,Directed,2
puma,rat,Directed,2
puma,rattlesnak,Directed,1
puma,seal,Directed,1
puma,tiger,Directed,1
puma,toad,Directed,1
puma,zebra,Directed,2
puppi,allig,Directed,1
puppi,cougar,Directed,1
puppi,cow,Directed,2
puppi,deer,Directed,1
puppi,duck,Directed,1
puppi,eleph,Directed,1
puppi,fish,Directed,1
puppi,goat,Directed,1
puppi,guineapig,Directed,1
puppi,kitten,Directed,9
puppi,leopard,Directed,1
puppi,rabbit,Directed,1
puppi,raccoon,Directed,1
puppi,sheep,Directed,1
puppi,squirrel,Directed,1
puppi,zebra,Directed,2
python,boa,Directed,1
python,cobra,Directed,1
python,fox,Directed,1
python,raccoon,Directed,1
python,sloth,Directed,1
quail,bee,Directed,1
quail,cougar,Directed,1
quail,cow,Directed,1
quail,deer,Directed,3
quail,dog,Directed,1
quail,dolphin,Directed,1
quail,dove,Directed,1
quail,goos,Directed,1
quail,hors,Directed,1
quail,jaguar,Directed,1
quail,partridg,Directed,2
quail,pheasant,Directed,5
quail,rabbit,Directed,1
quail,raccoon,Directed,1
quail,robin,Directed,1
quail,skunk,Directed,1
quail,turtl,Directed,1
quail,wolf,Directed,1
quail,zebra,Directed,3
rabbit,allig,Directed,4
rabbit,anim,Directed,1
rabbit,ant,Directed,1
rabbit,antelop,Directed,2
rabbit,badger,Directed,3
rabbit,bat,Directed,1
rabbit,bear,Directed,8
rabbit,beaver,Directed,4
rabbit,bird,Directed,29
rabbit,buffalo,Directed,1
rabbit,bull,Directed,1
rabbit,camel,Directed,1
rabbit,cat,Directed,18
rabbit,cattl,Directed,1
rabbit,cheetah,Directed,1
rabbit,chicken,Directed,14
rabbit,chimp,Directed,2
rabbit,chipmunk,Directed,22
rabbit,coon,Directed,2
rabbit,cougar,Directed,2
rabbit,cow,Directed,14
rabbit,coyot,Directed,10
rabbit,crocodil,Directed,1
rabbit,deer,Directed,50
rabbit,dog,Directed,26
rabbit,dolphin,Directed,1
rabbit,donkei,Directed,3
rabbit,duck,Directed,10
rabbit,eagl,Directed,1
rabbit,egret,Directed,1
rabbit,eleph,Directed,10
rabbit,elk,Directed,1
rabbit,ferret,Directed,3
rabbit,fish,Directed,5
rabbit,fox,Directed,35
rabbit,frog,Directed,4
rabbit,gerbil,Directed,5
rabbit,giraff,Directed,9
rabbit,goat,Directed,4
rabbit,goos,Directed,2
rabbit,gopher,Directed,7
rabbit,groundhog,Directed,2
rabbit,grous,Directed,1
rabbit,guineapig,Directed,6
rabbit,hamster,Directed,5
rabbit,hare,Directed,2
rabbit,hen,Directed,1
rabbit,hippo,Directed,1
rabbit,hog,Directed,1
rabbit,hors,Directed,24
rabbit,human,Directed,2
rabbit,hyena,Directed,1
rabbit,iguana,Directed,1
rabbit,kangaroo,Directed,5
rabbit,kitten,Directed,1
rabbit,lamb,Directed,1
rabbit,leopard,Directed,1
rabbit,lion,Directed,11
rabbit,lizard,Directed,1
rabbit,llama,Directed,1
rabbit,lynx,Directed,2
rabbit,mink,Directed,3
rabbit,mole,Directed,4
rabbit,mongoos,Directed,1
rabbit,monkei,Directed,6
rabbit,moos,Directed,3
rabbit,mosquito,Directed,1
rabbit,mountainlion,Directed,1
rabbit,mous,Directed,35
rabbit,mule,Directed,1
rabbit,muskrat,Directed,2
rabbit,ocelot,Directed,1
rabbit,opossum,Directed,14
rabbit,owl,Directed,2
rabbit,ox,Directed,1
rabbit,panda,Directed,2
rabbit,panther,Directed,1
rabbit,parrot,Directed,1
rabbit,partridg,Directed,2
rabbit,person,Directed,1
rabbit,pheasant,Directed,9
rabbit,pig,Directed,10
rabbit,pigeon,Directed,3
rabbit,porcupin,Directed,1
rabbit,prairiedog,Directed,1
rabbit,quail,Directed,3
rabbit,raccoon,Directed,21
rabbit,rat,Directed,11
rabbit,reindeer,Directed,2
rabbit,rhino,Directed,1
rabbit,robin,Directed,1
rabbit,rodent,Directed,2
rabbit,rooster,Directed,1
rabbit,sealion,Directed,1
rabbit,sheep,Directed,7
rabbit,skunk,Directed,25
rabbit,snak,Directed,7
rabbit,sparrow,Directed,1
rabbit,squirrel,Directed,141
rabbit,steer,Directed,2
rabbit,swan,Directed,1
rabbit,tiger,Directed,11
rabbit,toad,Directed,2
rabbit,turkei,Directed,5
rabbit,turtl,Directed,4
rabbit,vole,Directed,1
rabbit,weasel,Directed,3
rabbit,wildcat,Directed,1
rabbit,wolf,Directed,6
rabbit,woodchuck,Directed,4
rabbit,yak,Directed,1
rabbit,zebra,Directed,7
raccoon,aardvark,Directed,1
raccoon,allig,Directed,1
raccoon,anteat,Directed,1
raccoon,antelop,Directed,3
raccoon,armadillo,Directed,3
raccoon,baboon,Directed,4
raccoon,badger,Directed,27
raccoon,bat,Directed,2
raccoon,bear,Directed,10
raccoon,beaver,Directed,24
raccoon,bird,Directed,6
raccoon,bobcat,Directed,1
raccoon,buffalo,Directed,1
raccoon,bunni,Directed,2
raccoon,camel,Directed,3
raccoon,cat,Directed,2
raccoon,cheetah,Directed,2
raccoon,chicken,Directed,3
raccoon,chipmunk,Directed,16
raccoon,cougar,Directed,4
raccoon,cow,Directed,7
raccoon,coyot,Directed,12
raccoon,deer,Directed,47
raccoon,dog,Directed,8
raccoon,dolphin,Directed,1
raccoon,donkei,Directed,1
raccoon,eagl,Directed,1
raccoon,eleph,Directed,7
raccoon,elk,Directed,3
raccoon,ferret,Directed,2
raccoon,fish,Directed,4
raccoon,fisher,Directed,2
raccoon,fox,Directed,16
raccoon,gerbil,Directed,1
raccoon,giraff,Directed,4
raccoon,goos,Directed,2
raccoon,gopher,Directed,5
raccoon,groundhog,Directed,6
raccoon,grous,Directed,1
raccoon,hamster,Directed,1
raccoon,hors,Directed,7
raccoon,kangaroo,Directed,2
raccoon,kitten,Directed,1
raccoon,lion,Directed,6
raccoon,lynx,Directed,2
raccoon,marmoset,Directed,1
raccoon,mink,Directed,8
raccoon,mole,Directed,1
raccoon,monkei,Directed,5
raccoon,moos,Directed,1
raccoon,mountainlion,Directed,2
raccoon,mous,Directed,16
raccoon,muskrat,Directed,11
raccoon,newt,Directed,1
raccoon,octopus,Directed,1
raccoon,opossum,Directed,94
raccoon,otter,Directed,5
raccoon,owl,Directed,1
raccoon,penguin,Directed,1
raccoon,pheasant,Directed,2
raccoon,polarbear,Directed,1
raccoon,porcupin,Directed,16
raccoon,prairiedog,Directed,1
raccoon,quail,Directed,1
raccoon,rabbit,Directed,26
raccoon,rat,Directed,13
raccoon,reindeer,Directed,1
raccoon,rhino,Directed,3
raccoon,sheep,Directed,3
raccoon,skunk,Directed,44
raccoon,snak,Directed,5
raccoon,squirrel,Directed,48
raccoon,tapir,Directed,1
raccoon,tiger,Directed,7
raccoon,timberwolf,Directed,1
raccoon,turkei,Directed,4
raccoon,turtl,Directed,1
raccoon,weasel,Directed,4
raccoon,whale,Directed,1
raccoon,wolf,Directed,6
raccoon,wolverin,Directed,2
raccoon,woodchuck,Directed,2
raccoon,zebra,Directed,1
ram,buffalo,Directed,1
ram,giraff,Directed,1
ram,goat,Directed,1
ram,lamb,Directed,1
ram,lion,Directed,1
ram,moos,Directed,1
ram,mountaingoat,Directed,1
ram,rabbit,Directed,1
ram,sheep,Directed,2
rat,allig,Directed,4
rat,ant,Directed,3
rat,anteat,Directed,2
rat,antelop,Directed,2
rat,ap,Directed,1
rat,baboon,Directed,1
rat,badger,Directed,1
rat,bat,Directed,3
rat,bear,Directed,5
rat,beaver,Directed,5
rat,bee,Directed,1
rat,beetl,Directed,1
rat,bird,Directed,18
rat,bobcat,Directed,1
rat,buffalo,Directed,4
rat,bunni,Directed,1
rat,calf,Directed,2
rat,camel,Directed,3
rat,cat,Directed,26
rat,chicken,Directed,4
rat,chimp,Directed,1
rat,chinchilla,Directed,3
rat,chipmunk,Directed,7
rat,cockroach,Directed,2
rat,coon,Directed,1
rat,cougar,Directed,2
rat,cow,Directed,13
rat,coyot,Directed,1
rat,crow,Directed,1
rat,deer,Directed,9
rat,dog,Directed,6
rat,donkei,Directed,2
rat,duck,Directed,1
rat,eagl,Directed,1
rat,eleph,Directed,14
rat,elk,Directed,3
rat,fawn,Directed,1
rat,ferret,Directed,6
rat,fish,Directed,4
rat,flea,Directed,1
rat,fly,Directed,2
rat,fox,Directed,6
rat,gazel,Directed,1
rat,gerbil,Directed,12
rat,giraff,Directed,7
rat,goat,Directed,4
rat,goos,Directed,1
rat,gopher,Directed,6
rat,gorilla,Directed,1
rat,grasshopp,Directed,1
rat,groundhog,Directed,2
rat,guineapig,Directed,10
rat,hamster,Directed,1
rat,hare,Directed,1
rat,hippo,Directed,2
rat,hors,Directed,6
rat,human,Directed,1
rat,kangaroo,Directed,6
rat,kitten,Directed,1
rat,lamb,Directed,1
rat,lemur,Directed,1
rat,leopard,Directed,2
rat,lion,Directed,10
rat,lizard,Directed,2
rat,llama,Directed,1
rat,marmot,Directed,1
rat,mink,Directed,1
rat,mole,Directed,8
rat,mongoos,Directed,2
rat,monkei,Directed,8
rat,mous,Directed,150
rat,mule,Directed,1
rat,muskrat,Directed,8
rat,opossum,Directed,3
rat,otter,Directed,3
rat,pig,Directed,3
rat,pigeon,Directed,2
rat,polarbear,Directed,2
rat,poni,Directed,1
rat,porcupin,Directed,1
rat,prairiedog,Directed,2
rat,puppi,Directed,1
rat,quail,Directed,1
rat,rabbit,Directed,22
rat,raccoon,Directed,20
rat,rhino,Directed,3
rat,rodent,Directed,3
rat,sheep,Directed,5
rat,shrew,Directed,2
rat,skunk,Directed,6
rat,snak,Directed,11
rat,squirrel,Directed,16
rat,tiger,Directed,11
rat,turtl,Directed,2
rat,weasel,Directed,4
rat,wolf,Directed,2
rat,woodchuck,Directed,5
rat,worm,Directed,1
rat,zebra,Directed,12
rattlesnak,coyot,Directed,1
rattlesnak,python,Directed,1
rattlesnak,robin,Directed,2
rattlesnak,snak,Directed,1
raven,bluebird,Directed,1
raven,crow,Directed,1
raven,mammal,Directed,1
raven,owl,Directed,1
raven,robin,Directed,2
redsquirrel,goos,Directed,1
redsquirrel,lynx,Directed,1
redsquirrel,squirrel,Directed,1
redsquirrel,vole,Directed,1
redsquirrel,weasel,Directed,1
reindeer,antelop,Directed,4
reindeer,armadillo,Directed,1
reindeer,bear,Directed,1
reindeer,bird,Directed,2
reindeer,blackbear,Directed,1
reindeer,bunni,Directed,1
reindeer,camel,Directed,1
reindeer,caribou,Directed,3
reindeer,cat,Directed,1
reindeer,deer,Directed,5
reindeer,dinosaur,Directed,1
reindeer,dog,Directed,2
reindeer,elk,Directed,2
reindeer,fish,Directed,1
reindeer,gazel,Directed,1
reindeer,grizzlybear,Directed,1
reindeer,hippo,Directed,2
reindeer,jackrabbit,Directed,1
reindeer,moos,Directed,3
reindeer,mous,Directed,2
reindeer,muled,Directed,1
reindeer,ostrich,Directed,1
reindeer,panda,Directed,1
reindeer,polarbear,Directed,4
reindeer,quail,Directed,1
reindeer,raccoon,Directed,1
reindeer,seal,Directed,1
reindeer,snak,Directed,3
reindeer,squirrel,Directed,1
reindeer,whitetaild,Directed,1
reindeer,wolf,Directed,1
reptil,allig,Directed,3
reptil,amphibian,Directed,3
reptil,bird,Directed,2
reptil,bison,Directed,1
reptil,crocodil,Directed,1
reptil,deer,Directed,1
reptil,eleph,Directed,1
reptil,fish,Directed,3
reptil,fly,Directed,1
reptil,frog,Directed,1
reptil,goat,Directed,1
reptil,human,Directed,1
reptil,lizard,Directed,1
reptil,mous,Directed,1
reptil,salamand,Directed,1
reptil,snak,Directed,7
reptil,tiger,Directed,2
reptil,worm,Directed,1
reptil,zebra,Directed,2
rhino,allig,Directed,16
rhino,ant,Directed,3
rhino,antelop,Directed,8
rhino,ap,Directed,1
rhino,armadillo,Directed,1
rhino,badger,Directed,2
rhino,bat,Directed,1
rhino,bear,Directed,7
rhino,beaver,Directed,1
rhino,bird,Directed,1
rhino,bobcat,Directed,1
rhino,buffalo,Directed,3
rhino,bull,Directed,2
rhino,calf,Directed,1
rhino,camel,Directed,6
rhino,caribou,Directed,1
rhino,cat,Directed,5
rhino,cheetah,Directed,10
rhino,chicken,Directed,3
rhino,chimp,Directed,1
rhino,cougar,Directed,2
rhino,cow,Directed,2
rhino,coyot,Directed,5
rhino,crocodil,Directed,3
rhino,deer,Directed,9
rhino,dinosaur,Directed,3
rhino,dog,Directed,4
rhino,dolphin,Directed,1
rhino,donkei,Directed,2
rhino,duck,Directed,1
rhino,eagl,Directed,1
rhino,eland,Directed,1
rhino,eleph,Directed,66
rhino,elk,Directed,6
rhino,emu,Directed,3
rhino,fish,Directed,2
rhino,fox,Directed,2
rhino,frog,Directed,1
rhino,gazel,Directed,7
rhino,giraff,Directed,39
rhino,gnu,Directed,1
rhino,goat,Directed,2
rhino,gorilla,Directed,1
rhino,hippo,Directed,123
rhino,hors,Directed,10
rhino,hyena,Directed,3
rhino,kangaroo,Directed,6
rhino,lemur,Directed,1
rhino,leopard,Directed,6
rhino,lion,Directed,25
rhino,lizard,Directed,1
rhino,llama,Directed,4
rhino,lynx,Directed,1
rhino,mink,Directed,1
rhino,monkei,Directed,23
rhino,moos,Directed,2
rhino,mountainlion,Directed,1
rhino,mous,Directed,2
rhino,mule,Directed,1
rhino,octopus,Directed,2
rhino,opossum,Directed,1
rhino,ostrich,Directed,2
rhino,panda,Directed,3
rhino,panther,Directed,1
rhino,parakeet,Directed,2
rhino,penguin,Directed,3
rhino,pheasant,Directed,1
rhino,pig,Directed,5
rhino,polarbear,Directed,3
rhino,poni,Directed,1
rhino,prairiedog,Directed,2
rhino,rabbit,Directed,3
rhino,raccoon,Directed,1
rhino,rat,Directed,1
rhino,reindeer,Directed,1
rhino,rhino,Directed,1
rhino,robin,Directed,1
rhino,seal,Directed,8
rhino,sealion,Directed,1
rhino,shark,Directed,1
rhino,sheep,Directed,3
rhino,skunk,Directed,1
rhino,sloth,Directed,1
rhino,snak,Directed,19
rhino,squirrel,Directed,1
rhino,tadpol,Directed,1
rhino,tiger,Directed,7
rhino,turkei,Directed,2
rhino,turtl,Directed,1
rhino,walrus,Directed,3
rhino,waterbuffalo,Directed,6
rhino,whale,Directed,3
rhino,wildebeest,Directed,3
rhino,wolf,Directed,1
rhino,wolverin,Directed,1
rhino,wombat,Directed,1
rhino,yak,Directed,1
rhino,zebra,Directed,20
roadrunn,deer,Directed,1
roadrunn,hummingbird,Directed,1
roadrunn,mountaingoat,Directed,1
roadrunn,quail,Directed,1
roadrunn,rabbit,Directed,1
roadrunn,turkei,Directed,1
robin,allig,Directed,1
robin,bird,Directed,5
robin,blackbird,Directed,2
robin,bluebird,Directed,8
robin,bluejai,Directed,10
robin,canari,Directed,1
robin,cardin,Directed,9
robin,cat,Directed,1
robin,chickade,Directed,1
robin,chipmunk,Directed,1
robin,crow,Directed,2
robin,deer,Directed,1
robin,dog,Directed,1
robin,dove,Directed,1
robin,duck,Directed,2
robin,eagl,Directed,5
robin,finch,Directed,1
robin,gnat,Directed,1
robin,goat,Directed,2
robin,goos,Directed,2
robin,gopher,Directed,1
robin,gull,Directed,1
robin,hors,Directed,1
robin,jaguar,Directed,1
robin,lion,Directed,1
robin,mammal,Directed,1
robin,moos,Directed,1
robin,oriol,Directed,3
robin,osprei,Directed,1
robin,ostrich,Directed,1
robin,otter,Directed,1
robin,parrot,Directed,1
robin,pigeon,Directed,1
robin,raven,Directed,1
robin,rhino,Directed,1
robin,seal,Directed,1
robin,snak,Directed,2
robin,sparrow,Directed,12
robin,squirrel,Directed,1
robin,turtl,Directed,1
robin,whale,Directed,1
robin,wren,Directed,3
rodent,ant,Directed,1
rodent,bear,Directed,1
rodent,gopher,Directed,1
rodent,groundhog,Directed,1
rodent,hippo,Directed,1
rodent,insect,Directed,1
rodent,mole,Directed,1
rodent,mous,Directed,7
rodent,opossum,Directed,1
rodent,prairiedog,Directed,1
rodent,rabbit,Directed,2
rodent,raccoon,Directed,1
rodent,rat,Directed,2
rodent,reptil,Directed,2
rodent,rodent,Directed,1
rodent,worm,Directed,1
rodent,zebra,Directed,1
rooster,allig,Directed,2
rooster,ant,Directed,1
rooster,bird,Directed,3
rooster,bluejai,Directed,1
rooster,bull,Directed,2
rooster,calf,Directed,1
rooster,cat,Directed,1
rooster,chicken,Directed,10
rooster,cow,Directed,3
rooster,deer,Directed,1
rooster,duck,Directed,8
rooster,eleph,Directed,1
rooster,goos,Directed,3
rooster,guineapig,Directed,1
rooster,hen,Directed,5
rooster,hors,Directed,1
rooster,lamb,Directed,3
rooster,lizard,Directed,1
rooster,llama,Directed,1
rooster,monkei,Directed,1
rooster,pig,Directed,10
rooster,rabbit,Directed,2
rooster,sheep,Directed,1
rooster,snak,Directed,3
rooster,tiger,Directed,1
rooster,turkei,Directed,4
rooster,walrus,Directed,1
rooster,zebra,Directed,1
sabl,cow,Directed,1
sabl,eleph,Directed,1
sabl,leopard,Directed,1
sabl,lion,Directed,1
sabl,minx,Directed,1
salamand,bee,Directed,1
salamand,chicken,Directed,1
salamand,crocodil,Directed,1
salamand,fish,Directed,1
salamand,fly,Directed,1
salamand,frog,Directed,2
salamand,gerbil,Directed,1
salamand,hors,Directed,1
salamand,iguana,Directed,1
salamand,lion,Directed,1
salamand,lizard,Directed,2
salamand,newt,Directed,1
salamand,owl,Directed,1
salamand,snak,Directed,3
salamand,spider,Directed,1
salamand,squirrel,Directed,1
salamand,turtl,Directed,2
salmon,bass,Directed,1
salmon,cow,Directed,1
salmon,frog,Directed,1
salmon,rat,Directed,1
salmon,trout,Directed,1
salmon,wolf,Directed,1
seagul,bear,Directed,1
seagul,dog,Directed,1
seagul,eagl,Directed,3
seagul,giraff,Directed,1
seagul,hawk,Directed,1
seagul,porpois,Directed,1
seagul,whale,Directed,1
seal,bear,Directed,5
seal,bird,Directed,4
seal,bison,Directed,1
seal,buffalo,Directed,2
seal,canari,Directed,1
seal,cat,Directed,3
seal,chicken,Directed,2
seal,cougar,Directed,1
seal,cow,Directed,3
seal,crab,Directed,1
seal,dog,Directed,4
seal,dolphin,Directed,5
seal,eleph,Directed,5
seal,fish,Directed,6
seal,frog,Directed,1
seal,gazel,Directed,1
seal,giraff,Directed,4
seal,hippo,Directed,2
seal,hors,Directed,1
seal,kangaroo,Directed,1
seal,lion,Directed,2
seal,monkei,Directed,8
seal,moos,Directed,1
seal,mountainlion,Directed,1
seal,mous,Directed,1
seal,otter,Directed,5
seal,penguin,Directed,6
seal,pig,Directed,1
seal,polarbear,Directed,4
seal,porpois,Directed,2
seal,puppi,Directed,2
seal,rabbit,Directed,1
seal,seagul,Directed,1
seal,shark,Directed,1
seal,snak,Directed,1
seal,turtl,Directed,2
seal,walrus,Directed,15
seal,whale,Directed,24
sealion,aardvark,Directed,1
sealion,chicken,Directed,1
sealion,dolphin,Directed,2
sealion,fish,Directed,1
sealion,giraff,Directed,1
sealion,monkei,Directed,1
sealion,moos,Directed,1
sealion,ostrich,Directed,1
sealion,seal,Directed,1
sealion,snak,Directed,1
sealion,walrus,Directed,3
sealion,whale,Directed,2
shark,anemon,Directed,1
shark,ap,Directed,1
shark,bear,Directed,1
shark,bird,Directed,1
shark,cat,Directed,1
shark,crocodil,Directed,1
shark,crow,Directed,1
shark,dog,Directed,1
shark,dolphin,Directed,7
shark,eleph,Directed,2
shark,fish,Directed,2
shark,fisher,Directed,1
shark,fox,Directed,1
shark,gerbil,Directed,1
shark,giraff,Directed,1
shark,goldfish,Directed,1
shark,humb,Directed,1
shark,lion,Directed,1
shark,lizard,Directed,1
shark,manate,Directed,1
shark,monkei,Directed,1
shark,octopus,Directed,1
shark,parrot,Directed,2
shark,polarbear,Directed,1
shark,porpois,Directed,2
shark,puma,Directed,1
shark,shrimp,Directed,1
shark,snak,Directed,1
shark,trout,Directed,2
shark,whale,Directed,9
sheep,aardvark,Directed,1
sheep,allig,Directed,5
sheep,ant,Directed,2
sheep,anteat,Directed,3
sheep,antelop,Directed,8
sheep,ap,Directed,1
sheep,badger,Directed,2
sheep,bat,Directed,1
sheep,bear,Directed,13
sheep,bird,Directed,4
sheep,bison,Directed,2
sheep,bobcat,Directed,1
sheep,buffalo,Directed,11
sheep,bug,Directed,1
sheep,bull,Directed,1
sheep,calf,Directed,4
sheep,camel,Directed,2
sheep,cat,Directed,9
sheep,cattl,Directed,5
sheep,chicken,Directed,50
sheep,chipmunk,Directed,1
sheep,cockatoo,Directed,1
sheep,cougar,Directed,1
sheep,cow,Directed,66
sheep,coyot,Directed,4
sheep,crocodil,Directed,3
sheep,deer,Directed,26
sheep,dinosaur,Directed,1
sheep,dog,Directed,33
sheep,donkei,Directed,16
sheep,duck,Directed,11
sheep,eagl,Directed,2
sheep,eleph,Directed,21
sheep,elk,Directed,2
sheep,emu,Directed,2
sheep,ew,Directed,1
sheep,farmanim,Directed,1
sheep,fish,Directed,2
sheep,fox,Directed,2
sheep,gazel,Directed,2
sheep,giraff,Directed,12
sheep,gnu,Directed,1
sheep,goat,Directed,198
sheep,goos,Directed,2
sheep,gopher,Directed,2
sheep,gorilla,Directed,3
sheep,guineapig,Directed,1
sheep,hawk,Directed,1
sheep,hen,Directed,1
sheep,hippo,Directed,1
sheep,hog,Directed,3
sheep,hors,Directed,49
sheep,kangaroo,Directed,5
sheep,koala,Directed,1
sheep,lamb,Directed,49
sheep,lemur,Directed,2
sheep,lion,Directed,20
sheep,lizard,Directed,3
sheep,llama,Directed,29
sheep,mongoos,Directed,1
sheep,monkei,Directed,6
sheep,moos,Directed,5
sheep,mountaingoat,Directed,6
sheep,mountainlion,Directed,3
sheep,mous,Directed,7
sheep,mule,Directed,5
sheep,octopus,Directed,1
sheep,opossum,Directed,2
sheep,ostrich,Directed,2
sheep,otter,Directed,1
sheep,ox,Directed,3
sheep,pheasant,Directed,1
sheep,pig,Directed,103
sheep,polarbear,Directed,1
sheep,poni,Directed,3
sheep,puppi,Directed,1
sheep,rabbit,Directed,8
sheep,raccoon,Directed,4
sheep,ram,Directed,5
sheep,rat,Directed,3
sheep,rhino,Directed,5
sheep,rodent,Directed,1
sheep,rooster,Directed,1
sheep,skunk,Directed,2
sheep,snak,Directed,6
sheep,squirrel,Directed,6
sheep,tiger,Directed,6
sheep,turkei,Directed,2
sheep,wallabi,Directed,1
sheep,whale,Directed,2
sheep,wolf,Directed,6
sheep,zebra,Directed,6
shrew,bird,Directed,1
shrew,deer,Directed,1
shrew,eleph,Directed,1
shrew,fish,Directed,1
shrew,marmoset,Directed,1
shrew,mole,Directed,2
shrew,orangutan,Directed,1
shrew,rabbit,Directed,1
shrew,raccoon,Directed,1
shrew,rat,Directed,3
shrew,sloth,Directed,1
shrew,turkei,Directed,1
shrew,vole,Directed,2
shrew,wildebeest,Directed,1
shrew,worm,Directed,1
shrimp,chicken,Directed,1
shrimp,lobster,Directed,3
skunk,antelop,Directed,1
skunk,armadillo,Directed,2
skunk,badger,Directed,9
skunk,bear,Directed,9
skunk,beaver,Directed,6
skunk,bird,Directed,3
skunk,bobcat,Directed,1
skunk,bunni,Directed,1
skunk,butterfli,Directed,1
skunk,cat,Directed,5
skunk,chicken,Directed,2
skunk,chipmunk,Directed,7
skunk,colt,Directed,1
skunk,coon,Directed,2
skunk,cow,Directed,3
skunk,coyot,Directed,4
skunk,crow,Directed,1
skunk,deer,Directed,14
skunk,dog,Directed,4
skunk,eagl,Directed,1
skunk,eleph,Directed,6
skunk,elk,Directed,1
skunk,ermin,Directed,1
skunk,ferret,Directed,2
